Latitude,Longitude,SOURCE,SOURCE.NAM,OTHER.NAME,WELL.ID,Al (ppb),As (ppb),Ba (ppb),Ca (ppb),Cl (ppb),Cr (ppb),Cu (ppb),F (ppb),Fe (ppb),K (ppb),Mg (ppb),Mn (ppb),Mo (ppb),Ni (ppb),NO3 (ppb),Pb (ppb),Se (ppb),SO4 (ppb),Sr (ppb),U (ppb),V (ppb0,Zn (ppb),Cr_level,Cr_level1
38.05055556,-121.34230559999999,USGS,ESJ-10,ESJ-10,ESJ-10,3.6,7.0,174.0,42800.0,16000.0,0.35,2.4,110.0,6.1,4540.0,7700.0,66.2,0.899,0.52,701.0,1.08,0.4,4160.0,514.0,5.9348,16.1,3.1,0,Normal Cr
38.05055556,-121.34230559999999,USGS,ESJ-10,ESJ-10,ESJ-10,0.8,5.1,214.0,23400.0,15500.0,0.8,0.83,90.0,17.1,4340.0,12700.0,26.2,1.37,0.73,40.0,0.5539999999999999,0.35,17000.0,304.0,1.7316,13.2,5.0,0,Normal Cr
38.22444444,-121.42222220000001,USGS,ESJ-11,ESJ-11,ESJ-11,4.2,8.1,95.0,19600.0,30000.0,0.3,0.8,120.0,67.1,1330.0,9280.0,108.0,3.62,0.22,40.0,0.04,0.05,290.0,214.0,0.014000799999999997,0.13,2.0,0,Normal Cr
38.02020066,-121.10883190000001,USGS,ESJ-12,ESJ-12,ESJ-12,1.0,1.2,84.7,24800.0,4050.0,4.9,2.8,150.0,6.0,3520.0,11800.0,0.43,0.616,0.95,912.0,1.37,0.5,3630.0,240.0,0.72964,11.5,12.8,2,Normal Cr
38.02158958,-121.0899425,USGS,ESJ-13,ESJ-13,ESJ-13,0.8,1.2,82.6,19100.0,3690.0,2.9,1.5,130.0,14.0,4410.0,7860.0,1.24,0.8390000000000001,0.6,39.0,0.235,0.4,3610.0,179.0,0.41736,9.4,4.7,2,Normal Cr
38.14691667,-121.37280559999999,USGS,ESJ-14,ESJ-14,ESJ-14,1.5,1.7,175.0,23600.0,12700.0,0.39,0.4,120.0,64.8,2060.0,9270.0,187.0,1.41,2.1,39.0,0.08,0.4,13700.0,265.0,0.41884,2.4,4.1,0,Normal Cr
38.14691667,-121.37280559999999,USGS,ESJ-14,ESJ-14,ESJ-14,2.2,24.9,103.0,28100.0,13100.0,0.8,1.1,120.0,42.8,2080.0,11800.0,131.0,4.36,0.61,39.0,0.04,2.4,6340.0,229.0,1.2698399999999999,0.1,1.8,0,Normal Cr
38.01841667,-121.33258329999998,USGS,ESJ-15,ESJ-15,ESJ-15,0.8,4.8,282.0,63900.0,48600.0,0.8,1.4,110.0,6.0,3760.0,22000.0,19.0,0.978,1.25,39.0,0.653,1.3,30900.0,799.0,7.5332,8.8,12.8,0,Normal Cr
37.96911111,-121.22416670000001,USGS,ESJ-16,ESJ-16,ESJ-16,1.1,6.5,116.0,26300.0,6180.0,1.0,4.2,140.0,12.9,5710.0,12500.0,6.45,0.66,0.59,39.0,6.48,0.4,12100.0,267.0,0.90428,25.1,7.0,1,Normal Cr
37.86172222,-121.04894440000001,USGS,ESJ-17,ESJ-17,ESJ-17,1.0,2.1,63.7,13700.0,10200.0,4.3,0.4,180.0,6.0,3130.0,7890.0,2.17,0.726,0.2,39.0,0.27,0.3,11200.0,163.0,0.063048,22.7,25.7,2,Normal Cr
37.931999999999995,-121.01605559999999,USGS,ESJ-18,ESJ-18,ESJ-18,1.4,2.0,77.9,14800.0,9310.0,2.3,1.1,160.0,6.0,3570.0,8220.0,0.24,0.5710000000000001,0.39,39.0,0.218,0.3,7910.0,169.0,0.072964,21.9,6.3,1,Normal Cr
37.98855556,-121.30736110000001,USGS,ESJ-19,ESJ-19,ESJ-19,1.0,8.0,195.0,37600.0,25700.0,0.8,2.3,100.0,4.3,4770.0,16800.0,0.94,0.9790000000000001,1.56,47.0,0.9109999999999999,0.3,24700.0,449.0,2.5604,11.2,4.7,0,Normal Cr
37.98855556,-121.30736110000001,USGS,ESJ-19:ESJDD-04,ESJ-19:ESJDD-04,ESJ-19:ESJDD-04,9.4,8.2,193.0,42000.0,20400.0,0.8,2.3,120.0,11.2,4090.0,18700.0,1.18,1.15,3.09,43.0,0.055999999999999994,0.3,23800.0,441.0,2.8268,13.7,17.6,0,Normal Cr
37.98855556,-121.30736110000001,USGS,ESJ-19:ESJDD-05,ESJ-19:ESJDD-05,ESJ-19:ESJDD-05,1.2,8.9,192.0,41000.0,20600.0,0.8,0.3,120.0,6.2,4240.0,17900.0,1.16,1.02,3.67,60.0,0.08,0.3,22400.0,449.0,3.8924,16.3,2.8,0,Normal Cr
37.98855556,-121.30736110000001,USGS,ESJ-19:ESJDD-06,ESJ-19:ESJDD-06,ESJ-19:ESJDD-06,0.9,8.5,181.0,37300.0,21400.0,0.8,0.3,180.0,7.3,4350.0,16600.0,1.14,1.02,4.77,60.0,0.08,0.3,19100.0,416.0,2.96,15.3,4.4,0,Normal Cr
38.03102778,-121.19555559999999,USGS,ESJFP-07,ESJFP-07,ESJFP-07,1.7,1.9,68.8,20400.0,4260.0,3.9,4.6,130.0,4.5,5280.0,11300.0,0.79,0.444,0.8,535.0,2.25,0.4,6050.0,252.0,0.59644,16.3,23.1,2,Normal Cr
37.89066667,-121.24980559999999,USGS,ESJFP-08,ESJFP-08,ESJFP-08,1.4,13.9,210.0,41400.0,58500.0,0.4,9.1,100.0,13.2,2760.0,15000.0,87.9,1.15,1.23,60.0,1.16,0.6,18800.0,401.0,2.146,3.8,7.6,0,Normal Cr
38.04583333,-121.2558611,USGS,ESJFP-09,ESJFP-09,ESJFP-09,1.0,2.5,141.0,47700.0,12800.0,5.6,4.4,120.0,4.7,4920.0,26100.0,0.36,0.504,1.66,60.0,0.49700000000000005,0.9,18700.0,589.0,9.4276,27.4,9.8,3,Normal Cr
38.00080556,-121.26866670000001,USGS,ESJFP-10,ESJFP-10,ESJFP-10,0.9,3.3,85.9,31300.0,6920.0,6.3,2.7,80.0,6.0,6030.0,18100.0,0.24,0.5329999999999999,0.3,1370.0,0.879,0.8,16100.0,352.0,2.6344,26.1,4.7,3,Normal Cr
38.00080556,-121.26866670000001,USGS,ESJFP-10:ESJDD-01,ESJFP-10:ESJDD-01,ESJFP-10:ESJDD-01,1.7,3.9,87.7,31500.0,7030.0,6.4,0.5,100.0,6.0,6060.0,18300.0,0.39,0.782,0.68,60.0,0.08,0.7,17300.0,360.0,2.6639999999999997,24.9,50.6,3,Normal Cr
38.00080556,-121.26866670000001,USGS,ESJFP-10:ESJDD-02,ESJFP-10:ESJDD-02,ESJFP-10:ESJDD-02,3.3,3.9,56.8,21100.0,5090.0,8.3,0.4,110.0,6.0,5400.0,12600.0,0.11,0.747,0.65,693.0,0.059000000000000004,0.5,7990.0,257.0,0.98272,30.6,50.6,3,Normal Cr
38.00080556,-121.26866670000001,USGS,ESJFP-10:ESJDD-03,ESJFP-10:ESJDD-03,ESJFP-10:ESJDD-03,1.6,3.6,71.0,26100.0,5790.0,7.4,0.5,100.0,6.0,5810.0,15200.0,0.23,0.615,0.7,949.0,0.08,0.7,11000.0,312.0,1.6132,28.1,7.0,3,Normal Cr
38.00119444,-121.2683611,USGS,ESJMW-01,ESJMW-01,ESJMW-01,0.9,3.9,49.3,19200.0,5020.0,2.7,0.4,90.0,37.9,5250.0,12200.0,8.98,1.53,1.19,756.0,0.08,0.5,7700.0,226.0,0.6659999999999999,20.7,0.8,2,Normal Cr
38.00119444,-121.2683611,USGS,ESJMW-03,ESJMW-03,ESJMW-03,0.9,3.3,82.6,27400.0,5730.0,2.1,0.3,120.0,6.0,4720.0,15700.0,0.24,0.84,0.79,1060.0,0.08,1.1,20100.0,321.0,1.6132,30.2,1.0,1,Normal Cr
36.82183333,-119.88958329999998,USGS,HWY99T-01,HWY99T-01,HWY99T-01,1.6,1.6,45.1,28100.0,5880.0,3.9,0.89,120.0,6.0,3840.0,11300.0,0.2,1.34,0.06,1760.0,0.28,0.11,7980.0,236.0,6.1124,10.4,0.6,2,Normal Cr
35.21336111,-118.82508329999999,USGS,KERN-02,KERN-02,KERN-02,4.7,36.1,57.3,19300.0,39100.0,0.56,0.7,300.0,6.0,1630.0,1570.0,2.0,18.7,0.22,9070.0,0.047,2.1,42700.0,148.0,0.67488,29.0,2.0,0,Normal Cr
35.21336111,-118.82508329999999,USGS,KERN-02,KERN-02,KERN-02,4.5,29.5,70.7,30800.0,47500.0,0.66,0.8,280.0,4.0,2260.0,2460.0,1.76,22.1,0.2,6060.0,0.195,1.9,33800.0,190.0,0.64232,32.5,2.8,0,Normal Cr
35.23872222,-118.91416670000001,USGS,KERN-03,KERN-03,KERN-03,3.9,7.4,84.3,67200.0,67300.0,3.6,0.86,150.0,8.3,3850.0,11300.0,1.45,2.44,0.41,5610.0,0.21600000000000003,2.4,118000.0,401.0,5.7572,10.0,11.8,2,Normal Cr
35.22933333,-119.25658329999999,USGS,KERN-20,KERN-20,KERN-20,17.2,140.0,5.97,5270.0,31300.0,0.12,1.2,3080.0,4.0,290.0,295.0,4.41,70.0,0.13,40.0,0.515,0.16,92000.0,53.4,1.00936,20.0,2.8,0,Normal Cr
35.22933333,-119.25658329999999,USGS,KERN-20,KERN-20,KERN-20,4.0,157.0,12.2,7330.0,35900.0,0.3,1.0,3500.0,8.1,580.0,112.0,1.65,53.6,0.2,40.0,0.04,0.05,100000.0,36.5,1.34976,11.5,2.0,0,Normal Cr
35.47183333,-119.4391389,USGS,KERN-21,KERN-21,KERN-21,4.2,1.2,66.7,133000.0,318000.0,5.4,1.0,50.0,22.1,620.0,595.0,1.69,0.765,2.1,11900.0,0.04,2.1,358000.0,1670.0,1.9240000000000002,3.8,2.0,3,Normal Cr
35.47183333,-119.4391389,USGS,KERN-21,KERN-21,KERN-21,16.3,1.4,71.2,186000.0,249000.0,4.3,0.8,40.0,86.8,780.0,366.0,64.7,0.431,1.6,15400.0,0.091,1.5,357000.0,2320.0,22.791999999999998,4.0,11.3,2,Normal Cr
35.74286111,-119.17533329999999,USGS,KERN-29,KERN-29,KERN-29,7.4,5.2,76.5,12200.0,2900.0,0.42,1.2,190.0,4.0,1900.0,2480.0,0.4,26.3,0.16,474.0,0.861,0.2,8530.0,99.1,0.5994,45.6,9.5,0,Normal Cr
35.74286111,-119.17533329999999,USGS,KERN-29,KERN-29,KERN-29,3.4,5.3,72.4,12400.0,2930.0,0.41,0.8,180.0,6.0,1970.0,2380.0,0.26,29.4,0.2,277.0,0.071,0.05,6870.0,98.3,0.6571199999999999,41.5,5.6,0,Normal Cr
35.28327778,-118.9153889,USGS,KERN-33,KERN-33,KERN-33,3.4,0.13,85.4,37800.0,19400.0,0.12,1.0,300.0,3.5,3940.0,7340.0,3.88,0.258,0.33,560.0,0.03,0.45,42400.0,163.0,0.4144,0.16,2.8,0,Normal Cr
35.30136111,-119.3011111,USGS,KERN-34,KERN-34,KERN-34,3.4,1.2,43.4,24300.0,28100.0,6.0,1.0,80.0,4.0,610.0,1490.0,0.2,0.838,0.31,1920.0,0.217,0.63,34000.0,243.0,11.8992,12.5,9.7,3,Normal Cr
35.30136111,-119.3011111,USGS,KERN-34,KERN-34,KERN-34,3.0,6.2,22.9,51600.0,39000.0,1.1,0.5,160.0,6.0,830.0,1140.0,0.4,1.69,0.3,1050.0,0.149,0.51,37000.0,455.0,26.491999999999997,5.9,2.4,1,Normal Cr
35.36361111,-119.10366670000002,USGS,KERN-36,KERN-36,KERN-36,3.2,5.1,45.7,29500.0,37000.0,4.0,0.3,100.0,6.0,1760.0,654.0,0.15,0.9420000000000001,0.78,1120.0,0.22399999999999998,0.08,38800.0,365.0,1.0804,1.9,16.2,2,Normal Cr
35.44127778,-118.9409444,USGS,KERN-37,KERN-37,KERN-37,1.0,2.0,58.9,39800.0,9790.0,0.04,0.6,170.0,8.3,1770.0,488.0,2.63,8.03,0.96,362.0,0.295,0.08,28300.0,831.0,7.6664,0.2,14.0,0,Normal Cr
35.16508333,-118.8136111,USGS,KERN-38,KERN-38,KERN-38,1.6,2.3,100.0,134000.0,339000.0,7.0,2.9,290.0,60.0,3420.0,14400.0,0.67,8.74,1.29,13400.0,1.95,6.7,131000.0,571.0,3.4632,19.1,18.9,3,Normal Cr
35.53272222,-119.28016670000001,USGS,KERN-39,KERN-39,KERN-39,0.9,1.9,119.0,83300.0,34900.0,3.0,1.7,80.0,6.0,3070.0,6080.0,0.3,3.29,1.9,12400.0,0.345,1.1,120000.0,629.0,10.804,7.8,1.9,2,Normal Cr
35.79011111,-119.3033889,USGS,KERN-41,KERN-41,KERN-41,33.5,31.4,1.61,4000.0,44100.0,0.05,0.2,850.0,13.3,260.0,10.0,0.47,24.5,0.09,2710.0,0.044000000000000004,0.41,39700.0,11.3,0.144004,53.4,0.9,0,Normal Cr
35.30088889,-119.08169440000002,USGS,KERN-42,KERN-42,KERN-42,2.4,6.6,42.0,53100.0,6880.0,1.6,0.5,150.0,6.0,2440.0,5450.0,0.5,1.96,0.37,3720.0,0.20800000000000002,0.06,26300.0,232.0,7.4,15.6,0.9,1,Normal Cr
35.30088889,-119.08169440000002,USGS,KERN-42,KERN-42,KERN-42,3.0,1.5,62.8,19700.0,13900.0,2.0,2.7,140.0,4.2,1800.0,1540.0,1.37,2.17,0.17,546.0,0.314,0.22,12100.0,401.0,1.4504,5.4,5.5,1,Normal Cr
35.58322222,-119.3320833,USGS,KERN-44,KERN-44,KERN-44,1.5,1.5,63.3,34400.0,13900.0,5.0,1.1,90.0,6.0,1700.0,1240.0,0.2,2.6,0.82,8500.0,1.4,0.48,30300.0,319.0,1.7168,10.4,10.7,3,Normal Cr
35.47997222,-119.29733329999999,USGS,KERN-45,KERN-45,KERN-45,6.3,10.4,94.1,22400.0,141000.0,4.0,0.8,80.0,16.1,1900.0,266.0,0.7,0.706,0.41,4650.0,0.045,1.5,182000.0,320.0,0.74,23.0,2.1,2,Normal Cr
35.47997222,-119.29733329999999,USGS,KERN-45,KERN-45,KERN-45,10.9,3.3,37.8,70700.0,47000.0,3.0,1.6,160.0,13.2,1010.0,75.0,0.2,1.45,0.58,2040.0,0.22399999999999998,0.73,95500.0,867.0,0.8746799999999999,7.7,6.7,2,Normal Cr
35.12563889,-118.94138889999999,USGS,KERN-46,KERN-46,KERN-46,2.2,1.6,51.2,132000.0,60400.0,0.53,4.5,800.0,4.2,7030.0,31800.0,69.3,17.5,1.42,7400.0,0.08,6.6,579000.0,1270.0,14.504000000000001,5.2,5.2,0,Normal Cr
35.44272222,-119.20094440000001,USGS,KERN-47,KERN-47,KERN-47,3.9,1.5,35.2,27900.0,24800.0,1.1,0.9,70.0,10.5,1680.0,90.0,0.43,0.643,0.23,3820.0,0.209,1.3,161000.0,370.0,0.47508,2.5,2.0,1,Normal Cr
35.44272222,-119.20094440000001,USGS,KERN-47,KERN-47,KERN-47,6.7,2.2,32.2,35700.0,30900.0,2.0,0.8,60.0,157.0,1350.0,64.0,4.5,0.725,0.35,4480.0,0.04,1.2,145000.0,381.0,1.12036,5.0,1.7,1,Normal Cr
35.39902778,-118.9761389,USGS,KERNFP-01,KERNFP-01,KERNFP-01,2.2,0.26,100.0,85700.0,65500.0,0.06,0.7,100.0,31.1,2260.0,7480.0,80.3,9.03,0.46,60.0,0.212,0.08,147000.0,1080.0,0.29748,0.1,13.4,0,Normal Cr
35.39141667,-119.03616670000001,USGS,KERNFP-02,KERNFP-02,KERNFP-02,1.0,0.37,57.3,30000.0,11900.0,5.0,0.4,80.0,7.0,2020.0,3060.0,1.34,2.54,0.6,68.0,0.331,0.08,21100.0,278.0,1.41044,2.3,0.9,3,Normal Cr
35.36169444,-119.05369440000001,USGS,KERNFP-03,KERNFP-03,KERNFP-03,0.9,0.62,56.2,29800.0,21100.0,0.14,1.4,100.0,6.0,2010.0,2610.0,6.89,1.71,0.6,460.0,0.877,0.04,20300.0,279.0,1.45928,1.9,3.9,0,Normal Cr
36.60647222,-120.04052779999999,USGS,KING-04,KING-04,KING-04,3.3,8.2,17.5,17900.0,60700.0,1.6,0.2,210.0,16.4,8720.0,1660.0,0.28,7.12,0.2,2520.0,0.986,0.66,34800.0,143.0,21.608,13.7,2.0,1,Normal Cr
36.60647222,-120.04052779999999,USGS,KING-04,KING-04,KING-04,23.1,6.8,29.5,27700.0,87800.0,2.0,0.92,200.0,5.3,7240.0,1090.0,2.84,5.59,0.08,3900.0,0.2,1.1,22400.0,211.0,37.148,22.1,0.87,1,Normal Cr
36.59011111,-119.63608329999998,USGS,KING-09,KING-09,KING-09,4.6,1.4,7.81,16300.0,14500.0,1.3,0.4,70.0,6.0,1560.0,279.0,0.1,0.6859999999999999,0.06,1790.0,0.217,0.11,8480.0,181.0,1.7908,8.0,0.44,1,Normal Cr
36.56111111,-119.61069440000001,USGS,KING-10,KING-10,KING-10,1.1,1.7,27.6,31900.0,11300.0,1.2,0.7,90.0,6.0,2460.0,4670.0,0.2,1.32,0.03,1690.0,1.42,0.12,8760.0,261.0,10.7004,11.7,1.9,1,Normal Cr
36.54047222,-119.37838889999999,USGS,KING-11,KING-11,KING-11,1.6,2.0,76.2,33900.0,68800.0,2.2,1.0,130.0,4.0,2100.0,15400.0,0.12,3.51,0.32,4100.0,0.067,0.22,8880.0,262.0,0.72668,46.6,1.4,1,Normal Cr
36.54047222,-119.37838889999999,USGS,KING-11,KING-11,KING-11,4.0,1.8,57.8,30500.0,32400.0,1.3,0.7,140.0,6.8,2380.0,18800.0,1.51,3.66,0.06,4090.0,0.179,0.3,7550.0,268.0,0.6956,53.1,1.4,1,Normal Cr
36.60758333,-119.43777779999999,USGS,KING-12,KING-12,KING-12,1.0,1.7,99.7,56700.0,13600.0,1.2,1.5,200.0,6.0,3380.0,22000.0,0.12,1.81,0.13,8240.0,0.36,0.09,34600.0,354.0,3.8924,32.8,4.8,1,Normal Cr
36.59561111,-119.46791670000002,USGS,KING-13,KING-13,KING-13,1.6,3.5,58.2,28600.0,8830.0,2.0,0.6,150.0,5.9,2320.0,8150.0,0.13,1.98,0.2,3050.0,0.322,0.35,5590.0,172.0,0.4514,48.9,2.0,1,Normal Cr
36.59561111,-119.46791670000002,USGS,KING-13,KING-13,KING-13,4.0,2.6,43.1,26800.0,13600.0,2.0,3.0,160.0,4.0,1980.0,10700.0,0.21,2.02,0.17,1730.0,0.889,0.27,5300.0,138.0,0.5920000000000001,44.4,3.1,1,Normal Cr
36.59561111,-119.46791670000002,USGS,KING-13,KING-13,KING-13,6.5,2.9,55.3,22900.0,13500.0,1.1,1.1,150.0,6.0,2350.0,9580.0,5.01,2.64,0.03,3210.0,0.10300000000000001,0.17,6610.0,156.0,0.5328,52.7,1.7,1,Normal Cr
36.73216667,-119.81322220000001,USGS,KING-15,KING-15,KING-15,1.6,1.6,58.6,31800.0,17900.0,5.7,0.78,90.0,6.0,6300.0,18000.0,0.4,1.96,0.1,6950.0,0.17,0.28,11200.0,193.0,4.3956,17.7,1.3,3,Normal Cr
36.79277778,-119.83494440000001,USGS,KING-16,KING-16,KING-16,1.6,2.3,24.4,15800.0,4380.0,4.2,4.5,150.0,6.0,3400.0,8390.0,0.17,2.18,0.06,2090.0,0.78,0.14,4070.0,104.0,0.5328,23.4,0.67,2,Normal Cr
36.69930556,-119.79766670000001,USGS,KING-17,KING-17,KING-17,4.0,2.7,49.1,23700.0,10900.0,6.2,1.9,160.0,4.0,3510.0,12300.0,0.11,1.56,0.16,4650.0,0.068,0.26,4730.0,173.0,1.554,38.7,3.1,3,Normal Cr
36.69930556,-119.79766670000001,USGS,KING-17,KING-17,KING-17,1.6,2.5,45.6,22600.0,15400.0,6.8,1.1,120.0,6.0,3420.0,11300.0,0.4,1.61,0.06,4800.0,0.044000000000000004,0.31,4250.0,178.0,1.776,40.0,1.4,3,Normal Cr
36.73219444,-119.50105559999999,USGS,KING-20,KING-20,KING-20,0.9,1.4,6.56,9860.0,1750.0,0.36,0.8,50.0,3.1,1770.0,6540.0,0.4,0.37200000000000005,0.2,2090.0,1.08,0.05,7940.0,77.0,1.34976,4.2,2.6,0,Normal Cr
36.73219444,-119.50105559999999,USGS,KING-20,KING-20,KING-20,25.7,1.2,4.9,13300.0,1720.0,0.35,1.0,40.0,4.0,1470.0,8390.0,0.2,0.42,0.05,1010.0,1.22,0.08,8760.0,58.9,0.9768,4.7,12.0,0,Normal Cr
36.73825,-119.69819440000002,USGS,KING-24,KING-24,KING-24,4.0,1.2,63.7,43400.0,6520.0,1.4,1.8,120.0,4.0,2380.0,28500.0,0.4,1.03,1.1,6740.0,0.22,0.05,30200.0,201.0,3.6556,23.8,6.1,1,Normal Cr
36.73825,-119.69819440000002,USGS,KING-24,KING-24,KING-24,4.8,1.1,100.0,29700.0,8620.0,1.7,0.8,140.0,4.0,3100.0,19200.0,0.48,0.885,0.2,3930.0,0.49700000000000005,0.04,16400.0,267.0,1.5244,26.8,2.0,1,Normal Cr
36.45605556,-119.48580559999999,USGS,KING-25,KING-25,KING-25,1.0,2.2,86.6,40400.0,56500.0,3.6,2.2,170.0,3.7,3010.0,14900.0,0.32,3.14,0.1,5140.0,0.36,0.33,13300.0,300.0,6.7932,43.6,2.0,2,Normal Cr
36.65655556,-120.1875,USGS,KING-26,KING-26,KING-26,21.6,5.5,68.0,20100.0,359000.0,0.3,0.8,450.0,83.3,4930.0,1720.0,89.4,10.4,0.2,40.0,1.05,0.09,8340.0,282.0,0.038036,0.49,2.0,0,Normal Cr
36.66180556,-119.4488889,USGS,KING-30,KING-30,KING-30,8.2,2.9,26.9,20000.0,7750.0,1.1,2.4,90.0,6.0,1540.0,4250.0,0.2,1.85,0.04,2570.0,0.212,0.44,6970.0,193.0,0.8036399999999999,50.8,2.2,1,Normal Cr
36.66180556,-119.4488889,USGS,KING-30,KING-30,KING-30,1.3,2.8,29.0,18400.0,8790.0,1.1,0.88,70.0,11.0,1670.0,4350.0,0.69,1.85,0.2,2750.0,0.32,0.47,6510.0,192.0,0.7696,48.4,3.6,1,Normal Cr
36.70972222,-119.70872220000001,USGS,KINGFP-01,KINGFP-01,KINGFP-01,0.9,1.4,114.0,79500.0,37000.0,2.8,4.9,120.0,8.9,3530.0,44000.0,0.2,0.807,0.21,12100.0,0.341,0.18,64200.0,516.0,17.168,26.4,2.2,2,Normal Cr
36.70952778,-119.709,USGS,KINGFP-02,KINGFP-02,KINGFP-02,1.4,2.1,49.0,17600.0,11000.0,3.0,0.7,140.0,4.6,1730.0,7000.0,0.2,2.38,0.06,2820.0,0.317,0.21,3640.0,196.0,0.9176,39.4,0.52,2,Normal Cr
36.71077778,-119.73594440000001,USGS,KINGFP-03,KINGFP-03,KINGFP-03,1.8,2.5,42.1,15400.0,9720.0,5.2,0.8,150.0,5.9,1620.0,5200.0,0.2,2.54,0.04,3540.0,0.13,0.23,3570.0,200.0,0.9472,43.1,0.89,3,Normal Cr
36.72108333,-119.75544440000002,USGS,KINGFP-04,KINGFP-04,KINGFP-04,1.6,1.7,87.7,44800.0,12200.0,3.4,1.3,110.0,6.0,4730.0,31600.0,0.1,1.48,0.15,6410.0,0.19,0.11,23500.0,277.0,7.1632,23.7,1.2,2,Normal Cr
36.71549107,-119.62428829999999,USGS,KINGFP-05,KINGFP-05,KINGFP-05,0.9,0.9,94.8,61800.0,18700.0,1.9,0.42,120.0,11.0,4020.0,49000.0,0.5,1.04,0.94,7170.0,0.08,0.08,64800.0,432.0,14.8,17.4,1.3,1,Normal Cr
36.71549107,-119.62428829999999,USGS,KINGFP-06,KINGFP-06,KINGFP-06,1.0,2.1,54.2,25700.0,8300.0,2.8,0.4,90.0,4.7,2560.0,21900.0,0.12,1.24,0.4,2380.0,0.08,0.21,5930.0,176.0,0.9768,35.1,0.6,2,Normal Cr
36.71549107,-119.62428829999999,USGS,KINGFP-07,KINGFP-07,KINGFP-07,1.6,0.66,220.0,105000.0,24200.0,1.2,0.52,90.0,6.0,4210.0,39100.0,0.22,0.21,0.69,25800.0,0.08,0.08,112000.0,866.0,19.24,12.3,0.6,1,Normal Cr
36.72739391,-119.5971432,USGS,KINGFP-08,KINGFP-08,KINGFP-08,1.8,0.94,148.0,60700.0,14100.0,0.77,0.4,110.0,4.4,3950.0,51300.0,28.4,8.39,26.9,12800.0,0.08,0.05,98500.0,402.0,10.8928,16.1,0.3,0,Normal Cr
36.72739391,-119.5971432,USGS,KINGFP-09,KINGFP-09,KINGFP-09,0.8,1.5,47.3,24600.0,7620.0,2.9,0.4,120.0,6.8,2440.0,21000.0,0.44,2.24,1.7,2800.0,0.08,0.1,11100.0,148.0,0.9324,28.4,0.6,2,Normal Cr
36.72739391,-119.5971432,USGS,KINGFP-10,KINGFP-10,KINGFP-10,1.3,1.9,64.1,21500.0,5920.0,1.3,0.4,120.0,6.0,2160.0,20400.0,0.2,1.41,0.29,2440.0,0.08,0.18,13100.0,144.0,0.6659999999999999,26.3,0.6,1,Normal Cr
36.71663611,-119.64925,USGS,KINGFP-11,KINGFP-11,KINGFP-11,0.8,1.2,95.3,95000.0,43500.0,3.2,0.95,90.0,4.6,4580.0,80400.0,0.85,0.87,0.98,10300.0,0.08,0.08,124000.0,558.0,22.2,24.3,0.57,2,Normal Cr
36.71663611,-119.64925829999999,USGS,KINGFP-12,KINGFP-12,KINGFP-12,1.6,0.73,47.8,189000.0,124000.0,3.6,0.54,70.0,6.0,6540.0,98700.0,0.19,0.46,0.74,34300.0,0.05,0.09,360000.0,1140.0,78.44,17.3,1.0,2,Normal Cr
36.69913889,-119.79794440000002,USGS,KINGFP-13,KINGFP-13,KINGFP-13,1.6,2.2,114.0,80500.0,83700.0,5.7,0.41,90.0,6.0,8980.0,38200.0,0.2,1.11,0.65,10300.0,0.08,0.18,27000.0,560.0,18.796,20.7,0.52,3,Normal Cr
36.68858333,-119.91655559999998,USGS,KINGFP-14,KINGFP-14,KINGFP-14,1.6,18.8,86.0,34700.0,88400.0,0.13,0.37,180.0,50.5,9420.0,19500.0,2910.0,3.09,9.0,60.0,0.06,0.16,14400.0,366.0,1.2298799999999999,4.0,0.6,0,Normal Cr
36.68858333,-119.91655559999998,USGS,KINGFP-15,KINGFP-15,KINGFP-15,1.6,15.4,64.2,34600.0,79100.0,0.25,1.2,90.0,168.0,11100.0,21900.0,651.0,3.99,16.7,60.0,0.08,0.24,9220.0,312.0,0.9324,15.8,0.4,0,Normal Cr
36.27094444,-119.3112222,USGS,KWH-03,KWH-03,KWH-03,1.0,0.64,40.5,30800.0,6210.0,0.96,0.72,50.0,4.0,1120.0,1310.0,0.2,0.78,0.06,2650.0,0.19,0.09,13100.0,329.0,4.9432,6.1,0.94,0,Normal Cr
36.20677778,-119.10383329999999,USGS,KWH-06,KWH-06,KWH-06,1.6,2.0,257.0,71100.0,172000.0,4.7,4.7,120.0,21.9,4220.0,37400.0,0.52,2.16,0.2,9130.0,0.5670000000000001,0.8,26600.0,540.0,1.3098,19.2,4.6,2,Normal Cr
36.20677778,-119.10383329999999,USGS,KWH-06,KWH-06,KWH-06,3.5,1.8,244.0,71500.0,200000.0,4.0,1.4,130.0,108.0,4240.0,37900.0,4.91,2.01,0.2,10200.0,2.95,0.94,28300.0,521.0,1.37048,19.4,7.2,2,Normal Cr
36.14744444,-119.0560556,USGS,KWH-10,KWH-10,KWH-10,4.0,2.0,130.0,40400.0,37900.0,2.2,2.2,160.0,4.0,3560.0,18800.0,0.1,6.48,0.19,14100.0,0.059000000000000004,0.46,34600.0,317.0,3.108,34.8,7.3,1,Normal Cr
36.14744444,-119.0560556,USGS,KWH-10,KWH-10,KWH-10,4.3,2.2,136.0,40500.0,35100.0,2.0,1.0,190.0,4.0,3800.0,19200.0,0.4,6.58,0.28,14700.0,0.322,0.39,36200.0,348.0,3.33,33.4,1.1,1,Normal Cr
