Latitude,Longitude,SOURCE,SOURCE.NAM,OTHER.NAME,WELL.ID,Al (ppb),As (ppb),Ba (ppb),Ca (ppb),Cl (ppb),Cr (ppb),Cu (ppb),F (ppb),Fe (ppb),K (ppb),Mg (ppb),Mn (ppb),Mo (ppb),Ni (ppb),NO3 (ppb),Pb (ppb),Se (ppb),SO4 (ppb),Sr (ppb),U (ppb),V (ppb0,Zn (ppb),Cr_level,Cr_level1
36.16258333,-119.33802779999999,USGS,KWH-11,KWH-11,KWH-11,217.0,4.4,4.63,1950.0,20200.0,0.3,0.8,1380.0,15.1,290.0,53.0,2.32,5.64,0.2,60.0,0.648,0.05,6650.0,27.9,0.051948,1.1,2.0,0,Normal Cr
36.16258333,-119.33802779999999,USGS,KWH-11,KWH-11,KWH-11,34.1,3.4,9.11,1790.0,18700.0,0.04,0.2,1100.0,91.7,300.0,40.0,4.4,4.64,0.14,40.0,0.042,0.08,7790.0,20.9,0.067932,0.55,1.1,0,Normal Cr
36.20627778,-119.3401111,USGS,KWH-12,KWH-12,KWH-12,10.0,0.6,33.5,20100.0,8610.0,1.9,0.8,100.0,8.8,1360.0,638.0,0.3,1.15,0.27,3690.0,1.68,0.33,16600.0,320.0,4.3660000000000005,6.6,2.0,1,Normal Cr
36.20627778,-119.3401111,USGS,KWH-12,KWH-12,KWH-12,3.6,0.62,25.4,17400.0,11400.0,1.8,1.6,90.0,8.0,1480.0,590.0,0.35,1.21,0.26,3260.0,0.095,0.3,12900.0,275.0,3.5372,6.8,2.0,1,Normal Cr
36.20627778,-119.3401111,USGS,KWH-12,KWH-12,KWH-12,2.3,0.66,34.3,20300.0,11900.0,1.7,2.3,100.0,8.8,1470.0,549.0,0.59,1.38,0.2,3700.0,0.251,0.34,15100.0,315.0,3.8480000000000003,7.5,3.2,1,Normal Cr
36.32505556,-119.39338889999999,USGS,KWH-14,KWH-14,KWH-14,1.2,0.62,54.5,33100.0,19700.0,0.65,1.2,60.0,6.0,1320.0,1330.0,0.2,0.21899999999999997,0.48,2720.0,0.545,0.09,10500.0,410.0,5.327999999999999,6.5,1.2,0,Normal Cr
36.93113889,-120.1058889,USGS,MADCHOW-01,MADCHOW-01,MADCHOW-01,1.6,0.75,182.0,48700.0,25200.0,1.3,2.0,90.0,4.8,6390.0,15500.0,0.57,1.41,0.8,3880.0,0.636,0.06,14400.0,370.0,8.6432,14.8,4.5,1,Normal Cr
36.99086111,-120.10961110000001,USGS,MADCHOW-02,MADCHOW-02,MADCHOW-02,1.6,1.7,54.4,15400.0,16300.0,2.8,1.0,170.0,12.2,3040.0,4530.0,0.6,2.53,0.28,2160.0,0.121,0.12,3130.0,114.0,0.28564,25.1,9.8,2,Normal Cr
36.84488889,-119.82480559999999,USGS,MADCHOW-04,MADCHOW-04,MADCHOW-04,1.6,2.2,12.5,13600.0,3990.0,0.65,1.0,110.0,8.0,2860.0,5460.0,0.21,1.52,0.2,423.0,0.235,0.02,2730.0,108.0,1.6132,7.0,0.94,0,Normal Cr
37.05575,-119.98494440000002,USGS,MADCHOW-05,MADCHOW-05,MADCHOW-05,2.8,2.6,95.9,19900.0,13800.0,2.0,1.7,210.0,8.0,1780.0,6600.0,0.13,3.7,0.27,3220.0,0.7040000000000001,0.61,7430.0,160.0,0.27824,19.6,78.0,1,Normal Cr
37.05575,-119.98494440000002,USGS,MADCHOW-05,MADCHOW-05,MADCHOW-05,1.6,2.3,81.1,19400.0,15000.0,1.6,0.76,240.0,3.2,1860.0,6600.0,1.92,3.29,0.14,2880.0,0.41100000000000003,0.77,6940.0,162.0,0.18204,20.7,301.0,1,Normal Cr
37.13247222,-120.06191670000001,USGS,MADCHOW-07,MADCHOW-07,MADCHOW-07,1.6,10.8,66.1,27800.0,13300.0,1.2,1.0,340.0,8.0,2190.0,8510.0,0.2,3.98,0.22,4070.0,0.152,1.6,24300.0,238.0,0.24568,19.6,16.6,1,Normal Cr
37.10319444,-120.15175,USGS,MADCHOW-08,MADCHOW-08,MADCHOW-08,1.0,12.6,98.4,24100.0,33900.0,0.98,0.81,160.0,8.0,4520.0,6310.0,6.46,2.92,0.17,535.0,0.33399999999999996,0.93,7780.0,237.0,2.6344,2.6,3.3,0,Normal Cr
37.09083333,-120.28997220000001,USGS,MADCHOW-09,MADCHOW-09,MADCHOW-09,1.6,0.79,329.0,78400.0,58100.0,3.0,1.4,150.0,17.6,2710.0,23500.0,4.69,0.361,0.37,10300.0,0.648,0.3,18300.0,715.0,6.2752,13.0,96.5,2,Normal Cr
37.11891667,-120.25905559999998,USGS,MADCHOW-10,MADCHOW-10,MADCHOW-10,2.4,2.2,118.0,13600.0,19500.0,2.0,1.0,150.0,8.0,6350.0,3320.0,3.37,1.72,0.2,496.0,0.059000000000000004,0.12,2970.0,147.0,0.17315999999999998,9.3,1.8,1,Normal Cr
37.09477778,-120.14747220000001,USGS,MADCHOW-11,MADCHOW-11,MADCHOW-11,0.9,7.9,98.8,25100.0,33800.0,1.4,1.3,140.0,8.0,4120.0,6120.0,29.5,2.98,0.17,1000.0,0.094,0.54,11000.0,238.0,0.5476,4.7,1.2,1,Normal Cr
37.13316667,-120.4881389,USGS,MADCHOW-12,MADCHOW-12,MADCHOW-12,1.1,20.3,868.0,64500.0,506000.0,0.12,1.0,120.0,85.7,2000.0,16100.0,420.0,1.93,0.23,40.0,0.08,0.09,880.0,632.0,0.0120028,0.33,1.4,0,Normal Cr
36.85208333,-120.07383329999999,USGS,MADCHOW-14,MADCHOW-14,MADCHOW-14,1.6,2.3,51.6,13100.0,15500.0,4.4,1.0,120.0,8.0,1720.0,5020.0,0.29,1.86,0.2,1240.0,0.14300000000000002,0.16,2700.0,104.0,0.23384000000000002,24.7,8.1,2,Normal Cr
36.89780556,-119.8113889,USGS,MADCHOW-15,MADCHOW-15,MADCHOW-15,1.6,2.1,42.6,8410.0,9060.0,0.4,0.54,210.0,8.0,3210.0,3580.0,0.2,6.49,0.2,867.0,0.198,0.08,1910.0,112.0,0.1776,8.4,27.2,0,Normal Cr
37.01980556,-120.06191670000001,USGS,MADCHOW-16,MADCHOW-16,MADCHOW-16,1.0,2.6,118.0,16600.0,21300.0,2.2,1.0,200.0,8.0,2870.0,4970.0,1.5,3.93,0.2,1030.0,0.08,0.13,3540.0,145.0,0.18352000000000002,21.8,2.3,1,Normal Cr
36.92411111,-120.03497220000001,USGS,MADCHOW-18,MADCHOW-18,MADCHOW-18,1.6,0.92,172.0,39000.0,22600.0,1.1,0.75,150.0,8.0,6280.0,13000.0,0.23,2.13,0.28,5960.0,0.32799999999999996,0.07,26900.0,351.0,1.4193200000000001,16.2,3.0,1,Normal Cr
36.92741667,-119.76030559999998,USGS,MADCHOW-19,MADCHOW-19,MADCHOW-19,1.8,3.8,97.1,17600.0,15000.0,1.4,1.0,150.0,8.0,4400.0,8120.0,0.2,2.72,0.12,1750.0,0.08,0.34,8440.0,166.0,0.44843999999999995,13.1,28.3,1,Normal Cr
36.88391667,-120.28244440000002,USGS,MADCHOW-20,MADCHOW-20,MADCHOW-20,1.6,2.6,159.0,102000.0,61400.0,3.5,0.83,100.0,4.8,5390.0,27000.0,0.2,1.24,0.45,6000.0,0.841,0.38,62000.0,861.0,52.688,14.3,1.1,2,Normal Cr
37.08036111,-120.47475,USGS,MADCHOW-22,MADCHOW-22,MADCHOW-22,0.9,7.4,507.0,24200.0,25200.0,0.12,1.0,160.0,8.0,1810.0,3110.0,24.9,1.8,0.1,1550.0,0.08,0.34,4390.0,176.0,0.76664,27.1,4.7,0,Normal Cr
37.07361111,-120.5288889,USGS,MADCHOW-23,MADCHOW-23,MADCHOW-23,1.7,16.2,164.0,7170.0,22900.0,0.12,1.0,290.0,8.0,1530.0,1470.0,10.0,3.09,0.2,326.0,0.11800000000000001,0.09,4700.0,68.5,0.59348,108.0,3.2,0,Normal Cr
37.01138889,-120.3361667,USGS,MADCHOW-24,MADCHOW-24,MADCHOW-24,2.5,3.4,103.0,23000.0,14900.0,8.6,0.5,120.0,4.7,3080.0,8770.0,0.83,2.95,0.18,2780.0,1.1,0.24,4940.0,189.0,1.5244,21.0,58.6,3,Normal Cr
37.01138889,-120.3361667,USGS,MADCHOW-24,MADCHOW-24,MADCHOW-24,1.2,1.9,58.9,34300.0,29100.0,0.72,1.0,120.0,4.8,2150.0,4500.0,0.59,2.13,0.19,2020.0,0.115,0.1,5750.0,252.0,2.812,23.9,15.4,0,Normal Cr
36.94466667,-120.2830278,USGS,MADCHOW-25,MADCHOW-25,MADCHOW-25,1.9,1.6,557.0,181000.0,120000.0,1.4,2.0,100.0,8.0,7010.0,57400.0,0.1,0.8370000000000001,1.9,38600.0,0.44799999999999995,0.1,35900.0,1650.0,87.32,20.1,2.8,1,Normal Cr
36.92336111,-120.3731389,USGS,MADCHOW-26,MADCHOW-26,MADCHOW-26,1.7,2.7,252.0,135000.0,222000.0,3.0,1.4,130.0,8.0,6860.0,35000.0,0.2,1.84,1.2,3000.0,1.1,0.24,60400.0,1030.0,47.36,13.7,2.0,2,Normal Cr
36.8185,-120.17355559999999,USGS,MADCHOW-27,MADCHOW-27,MADCHOW-27,2.1,6.3,236.0,35400.0,19400.0,0.53,1.0,160.0,4.8,2200.0,8670.0,0.11,2.09,0.29,1160.0,2.38,0.58,28500.0,302.0,12.1952,20.3,2.1,0,Normal Cr
37.03233333,-120.3612222,USGS,MADCHOW-28,MADCHOW-28,MADCHOW-28,1.9,2.0,462.0,146000.0,130000.0,3.5,0.89,50.0,6.2,6770.0,34700.0,0.15,0.789,0.65,8270.0,0.18600000000000003,0.34,28100.0,1260.0,29.748,13.0,16.7,2,Normal Cr
37.03233333,-120.3612222,USGS,MADCHOW-28,MADCHOW-28,MADCHOW-28,2.3,2.1,471.0,145000.0,152000.0,3.7,2.0,90.0,8.0,7270.0,35700.0,0.32,0.78,0.37,8570.0,0.099,0.27,26700.0,1160.0,33.891999999999996,14.3,64.9,2,Normal Cr
36.85069444,-120.25558329999998,USGS,MADCHOW-29,MADCHOW-29,MADCHOW-29,1.7,1.8,154.0,76300.0,30600.0,2.2,0.53,80.0,8.0,3870.0,19700.0,0.29,2.15,0.4,6440.0,0.897,0.3,45800.0,556.0,56.092,12.0,1.5,1,Normal Cr
37.08244444,-120.4736389,USGS,MADCHOWFP-01,MADCHOWFP-01,MADCHOWFP-01,1.6,3.8,350.0,90900.0,72700.0,2.8,0.89,70.0,8.0,5140.0,15900.0,3.73,0.885,0.46,9950.0,0.04,0.41,19700.0,803.0,15.687999999999999,16.9,22.9,2,Normal Cr
37.12708333,-120.2492222,USGS,MADCHOWFP-02,MADCHOWFP-02,MADCHOWFP-02,1.6,1.9,117.0,18800.0,20000.0,2.3,1.0,90.0,8.0,2360.0,4740.0,0.2,0.7659999999999999,0.2,1330.0,2.69,0.14,3540.0,188.0,0.19388,13.6,1.8,1,Normal Cr
37.07722222,-120.53666670000001,USGS,MADCHOWFP-03,MADCHOWFP-03,MADCHOWFP-03,2.7,3.1,2170.0,658000.0,1850000.0,1.1,3.0,120.0,12.1,10600.0,112000.0,0.6,0.473,4.2,9970.0,0.423,0.36,25000.0,6160.0,24.42,9.8,150.0,1,Normal Cr
37.14536111,-120.14825,USGS,MADCHOWFP-04,MADCHOWFP-04,MADCHOWFP-04,1.8,1.2,177.0,19700.0,23900.0,0.15,1.0,140.0,21.7,4060.0,4710.0,16.1,1.69,0.2,219.0,0.152,0.07,3490.0,166.0,0.26048000000000004,4.4,19.6,0,Normal Cr
37.12575,-120.0757778,USGS,MADCHOWFP-05,MADCHOWFP-05,MADCHOWFP-05,1.7,2.7,51.2,40000.0,15000.0,0.12,1.0,250.0,75.1,3200.0,8390.0,32.0,5.82,0.25,40.0,0.08,0.02,43500.0,313.0,0.02072,0.05,38.0,0,Normal Cr
37.39238889,-120.70469440000001,USGS,MER-02,MER-02,MER-02,1.6,5.3,79.3,17400.0,6480.0,1.1,0.3,180.0,6.0,8630.0,3890.0,2.21,1.7,0.71,5330.0,0.10300000000000001,0.26,21700.0,229.0,0.9338799999999999,17.9,0.4,1,Normal Cr
37.28938605,-120.3243497,USGS,MER-06,MER-06,MER-06,7.6,3.5,200.0,41600.0,14100.0,1.0,0.8,80.0,96.6,7610.0,17200.0,3.94,1.16,0.26,5080.0,0.166,0.25,17600.0,377.0,2.516,12.9,2.9,1,Normal Cr
37.32458333,-120.44408329999999,USGS,MER-09,MER-09,MER-09,1.6,2.7,212.0,33400.0,8250.0,4.0,1.5,170.0,6.0,3870.0,16100.0,0.2,0.988,2.24,5850.0,0.301,0.17,10600.0,341.0,2.22,14.5,2.4,2,Normal Cr
37.30808333,-120.50358329999999,USGS,MER-10,MER-10,MER-10,1.6,2.0,246.0,42100.0,9480.0,3.5,1.9,200.0,6.0,4900.0,18300.0,0.2,1.16,0.2,2950.0,0.281,0.28,13000.0,411.0,4.6472,19.8,2.7,2,Normal Cr
37.30808333,-120.50358329999999,USGS,MER-10,MER-10,MER-10,10.0,2.2,192.0,35200.0,7880.0,3.5,0.89,180.0,4.0,4400.0,15800.0,0.4,1.29,2.11,2650.0,0.17800000000000002,0.25,11600.0,450.0,3.3744,20.0,2.0,2,Normal Cr
37.23294444,-120.2573889,USGS,MER-11,MER-11,MER-11,5.8,13.5,150.0,26300.0,6120.0,0.3,0.3,140.0,16.6,3810.0,8730.0,34.8,4.09,0.2,952.0,0.098,0.06,19000.0,257.0,0.7252,4.3,2.0,0,Normal Cr
37.23294444,-120.2573889,USGS,MER-11,MER-11,MER-11,3.4,10.4,156.0,26800.0,6240.0,0.15,0.8,140.0,17.5,3520.0,9090.0,25.8,3.75,0.51,776.0,0.049,0.15,20800.0,250.0,0.60532,3.9,1.9,0,Normal Cr
37.23294444,-120.2573889,USGS,MER-11,MER-11,MER-11,1.6,13.1,186.0,25200.0,5860.0,0.14,1.0,180.0,29.0,3670.0,8760.0,21.9,4.46,1.35,485.0,0.04,0.05,20400.0,261.0,0.98272,3.3,1.7,0,Normal Cr
37.18347222,-120.6195278,USGS,MER-12,MER-12,MER-12,6.6,3.9,183.0,79300.0,58600.0,2.0,1.3,220.0,4.0,1100.0,46300.0,8.04,2.73,5.41,758.0,7.89,1.2,71200.0,734.0,21.46,25.6,17.4,1,Normal Cr
37.18347222,-120.6195278,USGS,MER-12,MER-12,MER-12,1.6,3.7,193.0,70200.0,70800.0,1.5,7.4,180.0,8.2,1170.0,43900.0,8.35,3.3,0.38,775.0,0.466,1.0,70600.0,686.0,28.268,24.4,12.9,1,Normal Cr
37.36611111,-120.5763611,USGS,MER-14,MER-14,MER-14,3.4,3.7,91.1,11800.0,19500.0,1.9,0.8,150.0,6.0,7960.0,4800.0,0.4,3.41,0.2,4960.0,0.237,0.31,8630.0,168.0,0.925,18.5,3.0,1,Normal Cr
37.36611111,-120.5763611,USGS,MER-14,MER-14,MER-14,8.5,8.7,107.0,21700.0,13900.0,4.5,1.0,220.0,4.0,12400.0,2190.0,0.32,1.49,0.26,1110.0,0.14,0.31,9270.0,240.0,0.7207600000000001,20.7,4.8,2,Normal Cr
37.18522113,-120.39046029999999,USGS,MER-21,MER-21,MER-21,1.3,1.5,122.0,23300.0,9000.0,0.06,0.4,160.0,20.1,4020.0,5580.0,45.5,2.93,3.06,365.0,0.483,1.5,12900.0,238.0,0.42031999999999997,5.4,0.7,0,Normal Cr
37.17641667,-120.6266389,USGS,MERFP-01,MERFP-01,MERFP-01,1.6,9.8,98.9,81200.0,103000.0,0.04,0.7,230.0,189.0,1830.0,27800.0,443.0,6.67,5.43,60.0,0.047,0.08,108000.0,586.0,9.9604,3.3,1.8,0,Normal Cr
37.19744444,-120.1573889,USGS,MERFP-02,MERFP-02,MERFP-02,0.9,0.52,42.8,43100.0,13700.0,0.04,1.1,230.0,20.5,3530.0,12100.0,84.4,7.31,2.25,60.0,1.63,0.08,74300.0,373.0,0.03996,0.1,15.1,0,Normal Cr
37.36837222,-120.6384972,USGS,MERMW-01,MERMW-01,MERMW-01,1.1,1.2,87.9,43000.0,7060.0,1.2,1.2,150.0,6.0,2530.0,15300.0,1.22,0.42700000000000005,2.73,19000.0,0.04,0.07,32100.0,521.0,6.8968,14.4,4.0,1,Normal Cr
37.36837222,-120.6384972,USGS,MERMW-02,MERMW-02,MERMW-02,0.9,1.4,170.0,43300.0,10600.0,1.0,0.3,150.0,6.0,5150.0,15100.0,0.2,0.753,2.18,17100.0,0.04,0.05,30900.0,516.0,13.097999999999999,16.3,0.4,1,Normal Cr
37.30927222,-120.5592361,USGS,MERMW-03,MERMW-03,MERMW-03,1.6,1.9,236.0,67000.0,12300.0,1.3,0.5,200.0,6.0,3420.0,25600.0,0.61,0.439,2.89,5350.0,0.052000000000000005,0.06,24800.0,784.0,8.9688,19.6,0.7,1,Normal Cr
37.30927222,-120.5592361,USGS,MERMW-04,MERMW-04,MERMW-04,1.6,2.0,137.0,29100.0,5400.0,3.0,0.3,170.0,6.0,4330.0,11200.0,0.2,1.29,1.18,2350.0,0.04,0.18,9590.0,360.0,2.0424,20.1,0.6,2,Normal Cr
37.18544444,-120.39016670000001,USGS,MERMW-05,MERMW-05,MERMW-05,1.6,5.9,240.0,48400.0,16600.0,5.2,0.3,220.0,4.3,3970.0,13000.0,2.92,2.57,2.23,7450.0,0.08,0.5,19200.0,453.0,2.1756,35.5,0.6,3,Normal Cr
37.62159742,-121.04410120000001,USGS,MOD-01,MOD-01,MOD-01,4.4,4.1,57.3,38800.0,24300.0,2.1,1.1,80.0,6.0,2870.0,8480.0,0.2,2.34,2.91,4800.0,0.365,0.11,12300.0,453.0,18.055999999999997,23.1,1.3,1,Normal Cr
37.68569444,-121.00133329999998,USGS,MOD-02,MOD-02,MOD-02,9.5,6.1,180.0,66700.0,14300.0,5.7,0.8,170.0,6.0,4370.0,26200.0,0.2,0.703,4.31,6320.0,0.924,0.2,27400.0,822.0,24.568,34.9,1.0,3,Normal Cr
37.68569444,-121.00133329999998,USGS,MOD-02,MOD-02,MOD-02,1.6,5.8,138.0,54900.0,19500.0,5.4,1.4,110.0,4.0,4280.0,22100.0,0.4,0.785,0.2,6290.0,0.439,0.19,23800.0,690.0,17.908,32.5,2.0,3,Normal Cr
37.6515,-121.0208889,USGS,MOD-03,MOD-03,MOD-03,8.8,1.6,105.0,53600.0,57900.0,5.4,2.9,70.0,6.3,4650.0,12000.0,0.4,0.8059999999999999,0.33,5150.0,0.45799999999999996,0.09,17900.0,816.0,6.1568,14.3,3.8,3,Normal Cr
37.63730556,-120.99591670000001,USGS,MOD-07,MOD-07,MOD-07,10.2,3.7,199.0,77000.0,152000.0,4.7,3.0,90.0,9.3,7040.0,18500.0,0.44,1.2,1.4,4930.0,0.456,0.24,67500.0,1190.0,19.832,24.0,8.4,2,Normal Cr
37.77811111,-120.80608329999998,USGS,MOD-09,MOD-09,MOD-09,2.8,1.3,57.9,24800.0,15800.0,2.3,0.3,60.0,6.0,2940.0,11400.0,0.2,0.256,0.71,2880.0,0.228,0.15,4970.0,320.0,0.48248,8.8,3.6,1,Normal Cr
37.62413889,-121.0861111,USGS,MODFP-01,MODFP-01,MODFP-01,6.4,17.2,2930.0,540000.0,3130000.0,0.26,2.6,100.0,1870.0,16100.0,251000.0,3940.0,6.62,47.5,60.0,0.32,1.0,1800.0,5700.0,0.09028,1.4,3.8,0,Normal Cr
37.62413889,-121.0861111,USGS,MODFP-02,MODFP-02,MODFP-02,1.7,9.1,181.0,47100.0,177000.0,0.18,0.6,90.0,12.6,5470.0,13600.0,216.0,16.7,4.02,4380.0,0.08,0.08,46100.0,564.0,4.5288,13.1,0.5,0,Normal Cr
37.62413889,-121.0861111,USGS,MODFP-03,MODFP-03,MODFP-03,1.2,8.8,37.2,37400.0,24500.0,0.95,0.7,130.0,4.7,1700.0,13000.0,0.12,1.44,3.07,13200.0,0.04,0.05,28100.0,482.0,1.406,39.1,0.4,0,Normal Cr
37.70465148,-120.91159950000001,USGS,MODFP-04,MODFP-04,MODFP-04,1.6,2.5,94.0,54400.0,16400.0,3.0,1.3,140.0,3.4,3480.0,17100.0,0.46,0.498,1.9,4880.0,0.168,0.08,10900.0,724.0,6.8672,17.4,2.8,2,Normal Cr
37.67408333,-120.8913611,USGS,MODMW-01,MODMW-01,MODMW-01,1.6,2.6,137.0,55300.0,13700.0,1.9,0.5,90.0,6.0,3060.0,20000.0,0.13,0.342,2.56,12400.0,0.08,0.08,53000.0,843.0,4.0108,18.2,0.5,1,Normal Cr
38.68577778,-121.59605559999999,USGS,NAM-01,NAM-01,NAM-01,1.7,21.1,226.0,30000.0,90500.0,0.8,0.5,70.0,149.0,2500.0,17000.0,145.0,4.62,1.38,60.0,0.042,1.2,65000.0,313.0,0.030931999999999998,3.1,1.2,0,Normal Cr
38.6175,-121.4688889,USGS,NAM-02,NAM-02,NAM-02,2.2,3.1,238.0,36300.0,80100.0,3.5,1.4,130.0,7.1,3320.0,27200.0,0.2,0.662,0.31,4420.0,2.27,3.4,18700.0,371.0,3.2560000000000002,21.8,13.2,2,Normal Cr
38.6175,-121.4688889,USGS,NAM-02,NAM-02,NAM-02,4.5,3.1,132.0,31100.0,55200.0,4.2,1.2,180.0,4.0,3650.0,20800.0,0.37,0.516,0.67,2070.0,1.11,1.6,25300.0,384.0,8.0216,23.2,5.9,2,Normal Cr
38.6175,-121.4688889,USGS,NAM-02,NAM-02,NAM-02,1.6,3.3,102.0,60500.0,49100.0,3.5,0.81,180.0,6.0,2690.0,46100.0,0.4,0.345,1.49,1350.0,4.07,1.5,45200.0,680.0,1.9388,17.7,45.4,2,Normal Cr
38.68791667,-121.38516670000001,USGS,NAM-03,NAM-03,NAM-03,1.6,2.2,62.4,18200.0,41500.0,2.9,0.51,290.0,7.2,1970.0,10700.0,0.47,0.593,0.46,851.0,0.23,0.21,9670.0,200.0,0.2368,16.8,2.5,2,Normal Cr
38.70666667,-121.43722220000001,USGS,NAM-05,NAM-05,NAM-05,5.4,4.5,80.6,20000.0,60800.0,5.3,0.88,190.0,4.0,1940.0,12900.0,0.4,0.37,0.59,1540.0,0.573,1.1,10700.0,263.0,0.12506,42.9,5.7,3,Normal Cr
38.68677778,-121.52194440000001,USGS,NAM-06,NAM-06,NAM-06,161.0,16.9,66.6,23000.0,27400.0,2.5,2.8,160.0,101.0,1750.0,4120.0,16.5,3.95,5.13,60.0,0.35200000000000004,0.4,1000.0,210.0,0.38332,2.1,24.0,2,Normal Cr
38.89638889,-121.56983329999998,USGS,NAM-10,NAM-10,NAM-10,5.0,6.0,67.9,35400.0,15800.0,1.7,0.8,120.0,5.5,1360.0,31400.0,0.4,1.23,0.37,194.0,0.10400000000000001,0.66,11800.0,282.0,1.5836,20.4,2.0,1,Normal Cr
38.67825,-121.59427779999999,USGS,NAMFP-05,NAMFP-05,NAMFP-05,1.1,25.3,249.0,26500.0,268000.0,0.8,0.4,60.0,65.6,4920.0,8270.0,120.0,5.46,2.79,60.0,0.08,1.1,180.0,322.0,0.03996,0.1,0.7,0,Normal Cr
38.67825,-121.59441670000001,USGS,NAMFP-06,NAMFP-06,NAMFP-06,4.8,78.1,80.2,12400.0,119000.0,0.8,0.4,150.0,223.0,1390.0,3640.0,82.7,11.3,2.84,60.0,0.08,1.0,180.0,143.0,0.03996,0.4,1.4,0,Normal Cr
38.67825,-121.59441670000001,USGS,NAMFP-07,NAMFP-07,NAMFP-07,2.7,42.2,45.0,11300.0,74800.0,0.8,0.2,150.0,68.6,2030.0,4210.0,55.6,18.3,4.05,60.0,0.08,0.8,31500.0,117.0,0.025012,0.4,0.4,0,Normal Cr
38.67825,-121.59441670000001,USGS,NAMFP-08,NAMFP-08,NAMFP-08,4.8,16.9,284.0,34100.0,121000.0,0.8,0.4,120.0,254.0,2450.0,23800.0,254.0,5.02,2.22,60.0,0.08,0.9,47600.0,359.0,0.100936,0.4,2.0,0,Normal Cr
38.68677778,-121.52194440000001,USGS,NAMFP-09,NAMFP-09,NAMFP-09,1.5,25.3,173.0,19300.0,21700.0,0.8,0.3,90.0,293.0,2510.0,7160.0,146.0,3.41,1.59,60.0,0.08,0.3,180.0,218.0,0.022940000000000002,1.0,1.0,0,Normal Cr
38.68677778,-121.52194440000001,USGS,NAMFP-10,NAMFP-10,NAMFP-10,14.3,46.5,79.0,22900.0,25500.0,0.8,0.4,90.0,44.4,1640.0,10100.0,156.0,3.12,1.3,60.0,0.08,0.4,180.0,218.0,0.136012,2.5,0.8,0,Normal Cr
38.6585,-121.46647220000001,USGS,NAMFP-16,NAMFP-16,NAMFP-16,1.3,4.2,61.6,15500.0,14700.0,4.4,0.3,210.0,6.9,1780.0,10600.0,3.8,0.621,0.62,340.0,0.191,0.4,5020.0,170.0,0.36112,38.3,0.5,2,Normal Cr
38.6585,-121.46647220000001,USGS,NAMFP-16:NAMDD-01,NAMFP-16:NAMDD-01,NAMFP-16:NAMDD-01,1.6,4.6,74.6,15700.0,14700.0,0.8,0.9,230.0,6.0,1650.0,11300.0,8.58,0.64,0.94,60.0,0.146,0.2,5490.0,172.0,0.29748,37.8,140.0,0,Normal Cr
38.6585,-121.46647220000001,USGS,NAMFP-16:NAMDD-02,NAMFP-16:NAMDD-02,NAMFP-16:NAMDD-02,1.7,4.2,70.5,15400.0,15200.0,0.8,0.7,250.0,6.0,1690.0,11100.0,3.65,0.659,0.74,60.0,0.111,0.3,5610.0,168.0,0.25456,38.5,136.0,0,Normal Cr
38.6585,-121.46647220000001,USGS,NAMFP-16:NAMDD-03,NAMFP-16:NAMDD-03,NAMFP-16:NAMDD-03,1.3,4.2,69.1,16100.0,15300.0,0.8,1.4,240.0,6.0,1720.0,10600.0,3.18,0.6509999999999999,0.88,60.0,0.157,0.3,5590.0,173.0,0.16132,37.6,93.0,0,Normal Cr
38.6585,-121.46647220000001,USGS,NAMFP-16:NAMDD-04,NAMFP-16:NAMDD-04,NAMFP-16:NAMDD-04,2.4,4.3,64.3,15000.0,14300.0,2.1,1.7,260.0,6.0,1780.0,10200.0,4.19,0.667,1.06,150.0,0.276,0.2,4810.0,166.0,0.35668,39.3,19.0,1,Normal Cr
40.13686111,-122.1263889,USGS,NSAC-01,NSAC-01,NSAC-01,1.6,1.3,45.1,39600.0,16900.0,3.0,0.57,120.0,8.0,2650.0,31500.0,0.11,0.147,0.17,5510.0,0.064,0.04,14500.0,275.0,2.0276,15.5,4.0,2,Normal Cr
40.10713889,-122.10755559999998,USGS,NSAC-02,NSAC-02,NSAC-02,1.6,0.7,42.3,47700.0,28400.0,2.7,0.63,120.0,8.0,2180.0,40300.0,0.2,0.2,0.41,4990.0,0.266,0.03,46200.0,267.0,1.6280000000000001,20.2,10.5,2,Normal Cr
40.01869444,-122.39355559999998,USGS,NSAC-03,NSAC-03,NSAC-03,1.6,1.2,152.0,35900.0,50700.0,7.8,1.1,100.0,8.0,660.0,37700.0,0.2,0.297,0.18,716.0,0.523,0.35,11400.0,430.0,0.20276,9.8,7.9,3,Normal Cr
40.13672222,-122.21427779999999,USGS,NSAC-04,NSAC-04,NSAC-04,1.6,0.42,41.7,20200.0,5300.0,1.1,1.0,220.0,8.0,490.0,11000.0,0.2,0.8240000000000001,0.2,2270.0,0.135,0.29,12100.0,144.0,0.029008,3.9,2.0,1,Normal Cr
39.98038889,-122.17058329999999,USGS,NSAC-05,NSAC-05,NSAC-05,3.0,4.1,22.1,27000.0,6240.0,0.61,1.2,140.0,8.0,1740.0,12500.0,0.2,1.44,0.2,1380.0,0.264,2.4,23700.0,292.0,0.8436,8.2,2.7,0,Normal Cr
